Обращение,Вр__создания_обращения,Вр__создания_обращения_с_учетом_ЗО_инициатора,ВРЕМЯ_ЗАКРЫТИЯ,IP_адрес,РПА,Доля,ТЗ,Порядок,Объект,Наряд,Направление_РГ,Рабочая_группа,Исполнитель,Полигон_инициатора,ФИО,Подразделение_инициатора,Способ_обращения,Причина_обращения,АСОЗ,ВП,ОСК,Услуга,ЭК_запроса_наряда,Направление_проблем,ЭК_робота,Код_мероприятия_РРО,Шаблон_запроса,ВОЗВРАЩЕНО,ВОЗВРАЩЕНО_ОШИБОЧНО,КРАТКОЕ_ОПИСАНИЕ,ПОДРОБНОЕ_ОПИСАНИЕ,РЕШЕНИЕ
ОБР25-06278672,01.06.2025 20:09:59,01.06.2025 20:09:59,,,RPA,"1,00",13.0,1,ЗАП25-05263229,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,МДИНФР-СОБСТВЕННО,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЕК-АСУИ-СДМИ,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-СДМИ-АСОЗ-0002-ОБЩЕЕ,ЦТС-ИНФР-0171,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-СДМИ-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278747,01.06.2025 20:13:12,01.06.2025 22:13:12,,,RPA,"1,00",13.0,1,ЗАП25-05263273,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ДЦС-4-СВРД,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-КМО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ИНФР-0247,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-КМО-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278748,01.06.2025 20:13:14,01.06.2025 22:13:14,,,RPA,"1,00",12.0,1,ЗАП25-05263300,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ДЦС-4-СВРД,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЕК-АСУИ-КМО,направление цтс пик (инфр),РПА-РОБИН-ЕКАСУИ-КМО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ИНФР-0246,ЦТС-ИНФР-АСОЗ-ЕК-АСУИ-КМО-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278764,01.06.2025 20:13:47,01.06.2025 22:13:47,,,RPA,"1,00",17.0,1,ЗАП25-05263297,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-4-СВРД,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278765,01.06.2025 20:13:50,01.06.2025 22:13:50,,,RPA,"1,00",17.0,1,ЗАП25-05263307,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-4-СВРД,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278766,01.06.2025 20:13:52,01.06.2025 22:13:52,,,RPA,"1,00",17.0,1,ЗАП25-05263293,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-11-СВРД,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278767,01.06.2025 20:13:55,01.06.2025 22:13:55,,,RPA,"1,00",17.0,1,ЗАП25-05263302,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ВЧДЭ-4-СВРД,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278773,01.06.2025 20:14:04,01.06.2025 20:14:04,,,RPA,"1,00",15.0,1,ЗАП25-05263326,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-АРХАНГЕЛЬСК-Д-СЕВ,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЭС-НТД,направление цтс пик (холдинг ио),РПА-РОБИН-ЭСНТД-АСОЗ-0002-ОБЩЕЕ,ЦТС-ХОЛД-0003,ЦТС-ХОЛДИНГ-АСОЗ-ЭС-НТД-РЦКУ-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278774,01.06.2025 20:14:06,01.06.2025 20:14:06,,,RPA,"1,00",15.0,1,ЗАП25-05263313,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДТВС-СОЛЬВЫЧЕГОДСК-ДТВ-СЕВ,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЭС-НТД,направление цтс пик (холдинг ио),РПА-РОБИН-ЭСНТД-АСОЗ-0002-ОБЩЕЕ,ЦТС-ХОЛД-0003,ЦТС-ХОЛДИНГ-АСОЗ-ЭС-НТД-РЦКУ-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278777,01.06.2025 20:14:07,01.06.2025 20:14:07,,,RPA,"1,00",15.0,1,ЗАП25-05263284,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДТВС-СОЛЬВЫЧЕГОДСК-ДТВ-СЕВ,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЭС-НТД,направление цтс пик (холдинг ио),РПА-РОБИН-ЭСНТД-АСОЗ-0002-ОБЩЕЕ,ЦТС-ХОЛД-0003,ЦТС-ХОЛДИНГ-АСОЗ-ЭС-НТД-РЦКУ-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278788,01.06.2025 20:14:29,01.06.2025 20:14:29,,,RPA,"1,00",17.0,1,ЗАП25-05263311,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДМВ-ФФ-СЕВ,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,ЭС-НТД,направление цтс пик (холдинг ио),РПА-РОБИН-ЭСНТД-АСОЗ-0001-ОБЩЕЕ,ЦТС-ХОЛД-0001,ЦТС-ХОЛДИНГ-АСОЗ-ЭС-НТД-РЦКУ-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278792,01.06.2025 20:14:37,01.06.2025 20:14:37,,,RPA,"1,00",17.0,1,ЗАП25-05263287,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-СОСНОГОРСК-Д-СЕВ,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278793,01.06.2025 20:14:39,01.06.2025 20:14:39,,,RPA,"1,00",17.0,1,ЗАП25-05263365,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-СОСНОГОРСК-Д-СЕВ,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278794,01.06.2025 20:14:42,01.06.2025 20:14:42,,,RPA,"1,00",17.0,1,ЗАП25-05263308,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-СОСНОГОРСК-Д-СЕВ,АС ОЗ,Ведение учетных записей,да,,да,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПОДКЛЮЧЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06278795,01.06.2025 20:14:44,01.06.2025 20:14:44,,,RPA,"1,00",17.0,1,ЗАП25-05263334,дочерний объект,Направление ЦТС ПИК,ПИК-АДМИН,Чашкин Леонид Борисович,Северная ЖД,Иванов Иван Иванович,ДЦС-СОЛЬВЫЧЕГОДСК-Д-СЕВ,АС ОЗ,Ведение учетных записей,да,,,00.04 ПОДКЛЮЧЕНИЕ К ИР ОАО РЖД,КП-ЭДО-НП,направление цтс пик (ип),РПА-РОБИН-АРМКПЭДО-АСОЗ-0001-ОБЩЕЕ,ЦТС-ПИК-0041,ЦТС-ПИК-АСОЗ-КП-ЭДО-НП-ПРОДЛЕНИЕ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
